dmnt_topic,pct_contrib,reviewText,main_cat,category,brand,document,word_cnt,overall
4,0.4665000140666962,Love never having to worry about my husband not refilling the role .  He does it every time cuz it's so easy.  Also we don't have to fight over whether it's facing the right way or not..,Tools & Home Improvement,27,Kohler,love never worry husband refilling role doe every time easy also fight whether facing right,37,4.0
16,0.4192000031471253,Needed this specific model to match our other bathroom towel fixtures. Very pleased that it matched. Was in good shape and exactly what I wanted.,Tools & Home Improvement,27,Moen,needed specific model match bathroom towel fixture pleased matched good shape exactly wanted,25,5.0
28,0.6237999796867371,So far so good.  I have only had it for a week but works as it should.  I like that it has a screw to hold it in to the outlet.  Update: 1 year and 3 months later it is still working.  I would recommend this to others.,Tools & Home Improvement,27,BESTTEN,good week work like screw hold outlet update year month later still working would recommend others,48,4.0
26,0.3806999921798706,Very bright and easy to attach to gutters.,Tools & Home Improvement,27,iSunMoon,bright easy attach gutter,8,5.0
3,0.3944000005722046,"Very stiff, difficult to open/close. interesting design, very light for the size. I think with some oil and working the blade in and out it will be OK. The price was right.",Tools & Home Improvement,27,Gerber,stiff difficult open close interesting design light size think working blade price right,32,3.0
3,0.2800000011920929,"Best for quarts but works on gallons.  Handy, durable enough.",Tools & Home Improvement,27,Shur-Line,best quart work gallon handy durable enough,10,5.0
0,0.5055999755859375,"So far so good, these wrenches feel good in your hand, seem like theyll be durable, they are kinda lightweight which is fine for this smaller size...",Tools & Home Improvement,27,Crescent,good wrench feel good hand seem like theyll durable kinda lightweight fine smaller size,27,5.0
7,0.4196000099182129,"We saw in reviews that some said the magnets didn't hold but others did. Needed two, bought three just in case. Not one worked. The magnets just do not hold. Very disappointed.",Tools & Home Improvement,27,Accord Ventilation,review said magnet hold others needed bought three case worked magnet hold disappointed,32,1.0
6,0.3799999952316284,THE garden tool.  Good handle - can see it in the grass/dirt.,Amazon Home,25,Zenport,garden tool good handle grass dirt,12,5.0
4,0.8235999941825867,"For nighttime work outside, this thing definitely helps!  This or something similar should be in everyone's car emergency kit.",Tools & Home Improvement,27,Lighting EVER,nighttime work outside thing definitely help something similar everyone's emergency,19,5.0
4,0.2784999907016754,"This is a very nice lamp. The base is quite heavy, so it is unlikely to be knocked over easily. It is quite bright on high and pleasantly dim when turned down. The flexible neck could have a little more flexibility but as is, it is fine for reading. Ample height for having it above your shoulder when seated in your favorite recliner/sofa for me at least (5'9""). I like the illuminated switch and that it is on the lamp head rather than on the cord like another lamp I have. It's great for working at a table or bench for projects that need plenty of light.",Tools & Home Improvement,27,Brightech,nice lamp base quite heavy unlikely knocked easily quite bright high pleasantly turned flexible neck could little flexibility fine reading ample height shoulder seated favorite recliner sofa least like illuminated switch lamp head rather cord like another lamp great working table bench project need plenty light,107,5.0
8,0.2953999936580658,"These LED bulbs are very bright and I can verify on many lamps with Z-Wave dimmer switches, that they can be dimmed, no problem.",Tools & Home Improvement,27,Feit Electric,bulb bright verify many lamp wave dimmer switch dimmed problem,24,5.0
6,0.9355999827384948,I think they will protect my hands well and provide pretty good dexterity. I've used them with a chainsaw and handling heavy items.,Tools & Home Improvement,27,Youngstown Glove Company,think protect hand well provide pretty good dexterity i've used chainsaw handling heavy item,23,4.0
15,0.2712999880313873,"I got this set of three snips to review. The construction appears adequate, although one snips's hinge is a little stiff. Rubber handles are okay, and they cut fine. Overall, they are good, but I was frankly expecting a little more from something labeled ""pro series.""",Tools & Home Improvement,27,KR Tools,three snip review construction appears adequate although snips's hinge little stiff rubber handle okay fine overall good frankly expecting little something labeled series,46,4.0
13,0.3625999987125397,I used it to spread epoxy on a garage floor. It readily absorbed a lot of epoxy solution and spread it evenly.  I would buy it again if I needed another one.,Tools & Home Improvement,27,Wooster Brush,used spread epoxy garage floor readily absorbed epoxy solution spread evenly would needed another,32,5.0
23,0.35260000824928284,Two out of three are still working after being installed 3 weeks ago. Big mistake buying these. Very cheaply made. I'm sure the other two won't last long. These were for a good customer. I'll have to buy 3- Quality ones in installing eat the cost.,Tools & Home Improvement,27,LLT,three still working installed week mistake buying cheaply made sure last long good customer i'll quality one installing cost,46,1.0
16,0.6161999702453613,"This is exactly the same design paper towel holder I had and really liked in my previous home. It is attractive and changing paper towels is really easy. I wanted to take my old one with me, but since it was screwed on to the cupboard, I had to leave it. I was happy when I found one just like it.",Amazon Home,25,InterDesign,exactly design paper towel holder really liked previous home attractive changing paper towel really easy wanted take since screwed cupboard leave happy found like,61,5.0
24,0.8791000247001648,"UGH...piece of crap!!!!!  Some are attached as a phrase, some you have to put word by word...such a waste of time!!",Amazon Home,25,Tools Supply,piece crap attached phrase word word waste time,21,1.0
21,0.4239000082015991,"i have owned my router lift for three months and i have had zero problems using it. I had some difficulty setting it up but I contacted Jessem and the set me right. not sure if the problem was my inexsperience or unclear instructions, probably 50/50",Tools & Home Improvement,27,JessEm Tool Company,owned router lift three month zero problem using difficulty setting contacted jessem right sure problem inexsperience unclear instruction probably,46,4.0
21,0.3361000120639801,Maglite has developed a very nice and useful flashlite. While I did have a problem initially Maglite warranty folks took care of it promptly.  I wish that this light existed prior to my retirement from the police department.,Tools & Home Improvement,27,MagLite,maglite developed nice useful flashlite problem initially maglite warranty folk took care promptly wish light existed prior retirement police department,38,5.0
19,0.3402999937534332,"bought this some time ago, it is a must needed part for installation,it supports the wieght of the unit plus the wieght of the water content and the filter buy it it won't dissapoint you",Tools & Home Improvement,27,Culligan,bought time must needed part installation support wieght unit plus wieght water content filter dissapoint,35,5.0
2,0.3808999955654144,Good for grinding paint off steel.,Tools & Home Improvement,27,Katzco,good grinding paint steel,6,5.0
23,0.3691999912261963,"Renaissance wax is the best furniture wax I have ever used. It goes on easily and buffs off with minimal effort and the result are great.  Have used Johnson, Minwax, and Lustra in the past and there is no comparison.  Highly recommended!",Sports & Outdoors,26,Renaissance,renaissance best furniture ever used go easily buff minimal effort result great used johnson minwax lustre past comparison highly recommended,42,5.0
27,0.6777999997138977,Works as advertised . . .,Tools & Home Improvement,27,PHOENIX VITAL LIFE,work advertised,6,5.0
14,0.4882000088691712,Liked the bulb and works as expected. No humming or buzzing sound. 4 start since one of the bulb did not work right out of the box!,Tools & Home Improvement,27,LOHAS,liked bulb work expected humming buzzing sound start since bulb work right,27,4.0
28,0.2897000014781952,Bought a new DR670 to drill some holes in a concrete pad.  After 4 holes the drill bit kept falling out of the chuck.  I could not get the chuck tight enough to hold the bit.  Had to take it back to the dealer.  No way to tell if it was just one defective unit all if all would be this way.  It did a good job of drilling the first 4 holes... with the possible exception that the unit is fairly light weight ... thus it passes a significant amount of vibration through to my hands.,Tools & Home Improvement,27,BLACK+DECKER,bought dr670 drill hole concrete hole drill kept falling chuck could chuck tight enough hold take back dealer tell defective unit would good drilling first hole possible exception unit fairly light weight thus pass significant amount vibration hand,97,2.0
17,0.39079999923706055,Heavy duty and seems well made.  They should do the trick just great.,Tools & Home Improvement,27,TEKTON,heavy duty seems well made trick great,13,5.0
17,0.4388000071048737,"Bought these for my wife's work and for airplane.  Works well, made well, not much to say but she hasn't been sick from an airplane since.",Industrial & Scientific,24,MarbleMed,bought wife's work airplane work well made well much sick airplane since,26,5.0
19,0.3901999890804291,"These are great. They are inexpensive and the batteries last a long time in them. These have saved us serious water damage on several occasions. You can't have too many. We have these next to all of our floor drains in our basement. When water backed up, we caught it before it flooded the basement. We have one under the kitchen sink. Once our dishwasher drain hose popped out of the drain pipe and this alerted us to it within seconds. We recently had valve under our dishwasher start leaking, but we didn't have an alarm there. We may have to replace some hardwood. Now we have a plastic pan for dishwashers and one of these alarms underneath.",Tools & Home Improvement,27,"Glentronics, Inc.",great inexpensive battery last long time saved serious water damage several occasion can't many next floor drain basement water backed caught flooded basement kitchen sink dishwasher drain hose popped drain pipe alerted within second recently valve dishwasher start leaking alarm replace hardwood plastic dishwasher alarm underneath,118,5.0
23,0.5778999924659729,NuMax is my new tool best friend. I have been paying way too much for air powered tools. NuMax products are outstanding for the price.,Tools & Home Improvement,27,NuMax,numax tool best friend paying much powered tool numax product outstanding price,25,5.0
28,0.3190999925136566,"Zipper broke when putting it on. First time, right out of the bag. I had to TAPE it shut.",Industrial & Scientific,24,DuPont,zipper broke putting first time right tape shut,19,2.0
19,0.4131999909877777,"Morgan and Melissa at Korky Technical Support are FANTASTIC !!! They helped me troubleshoot a running fill valve issue within minutes. Being of the female persuasion I encourage all the ladies out there to ""do it yourself"" and save a bundle on hiring a plumber. No reason to not at least try, it's so easy. If you need help just call Korky Technical Support 1-800-528-3553.",Tools & Home Improvement,27,Korky,morgan melissa korky technical support fantastic helped troubleshoot running fill valve issue within minute female persuasion encourage lady save bundle hiring plumber reason least easy need help call korky technical support 3553,65,5.0
1,0.2831999957561493,"It is a very useful too for holding wires and things while you make solder connections. (It reminds me of ""Number 5"" in the Short Circuit movies.)",Tools & Home Improvement,27,SE,useful holding wire thing make solder connection reminds number short circuit movie,27,5.0
17,0.33390000462532043,"These were a pack of 6, but inside they were individually packaged as well which was awesome.  They were nice and bright.",Tools & Home Improvement,27,KOR,pack inside individually packaged well awesome nice bright,22,5.0
22,0.4187000095844269,Good product for the price but the wire measures slightly smaller than other 12 gauge fuse holders I have.  Would be good in most applications where you aren't maxing out the current capacity of the wire.,Car Electronics,8,Scosche,good product price wire measure slightly smaller gauge fuse holder would good application maxing current capacity wire,36,4.0
13,0.2904999852180481,It's going to be fine if you're using it in the dry but if it gets wet expected to shrink anywhere from 6 to 8 inches!,Tools & Home Improvement,27,TarpsDirect,going fine using get expected shrink anywhere inch,26,3.0
8,0.7687000036239624,Nice and bright. Had green before. This gives more light. Provides more safety at night.,Tools & Home Improvement,27,Amerelle,nice bright green give light provides safety night,15,5.0
5,0.4429999887943268,Back saver for the holidays. Liked so much I bought 2.,Home Audio & Theater,21,AXIS,back saver holiday liked much bought,11,5.0
21,0.5019000172615051,Installed this in my Surefire 6P... clicked the tail-cap... nice bright smooth beam... 6 seconds later the LED goes out and never turned back on since. I'd return it to the seller for an exchange but it's not worth the hassle.,Tools & Home Improvement,27,BESTSUN,installed surefire clicked tail nice bright smooth beam second later go never turned back since return seller exchange worth hassle,41,1.0
0,0.5652999877929688,Great hard and thick plastic grips for holding down a tarp. They're stronger than a tarp so should hold up well. I had been using a type where you slide a lever to close the gap but this screw type should make a better grip and easier to get it tight.,Automotive,23,PROGRIP,great hard thick plastic grip holding tarp they're stronger tarp hold well using type slide lever close screw type make better grip easier tight,51,5.0
14,0.652400016784668,"My eye doctor said I'm developing a cataract.  Most fluorescent lights, and compact fluorescent lights (cfl), emit ultraviolet (uv) light. Excessive uv light is bad for cataracts ( A little bit of uv light may possibly be beneficial). I like the 4000K color, because it's a nice white. Not a bright bluish color like the fluorescents they're replacing, and not a yellowish light like traditional incandescents. If I did it over, I would have got the frosted instead of the clear, because they disperse the light better.",Tools & Home Improvement,27,Hyperikon,doctor said developing cataract fluorescent light compact fluorescent light emit ultraviolet light excessive light cataract little light possibly beneficial like 4000k color nice white bright bluish color like fluorescent they're replacing yellowish light like traditional incandescents would frosted instead clear disperse light better,87,5.0
20,0.2583000063896179,"This Key Safe is the genuine article!  Very heavy, cast metal with gray finish.  Bolts up sturdily to your building and provides a highly tamper resistant storage for keys.  Combination can be changed as often as needed.  Not a consumer-grade product, but rather a substantial commercial/industrial quality item.  Highly recommended as secure.  Probably would do best in an area sheilded from rain, but evidently not completely necessary due to heavy construction.",Tools & Home Improvement,27,Kidde,safe genuine article heavy cast metal gray finish bolt sturdily building provides highly tamper resistant storage key combination changed often needed consumer grade product rather substantial commercial industrial quality item highly recommended secure probably would best area sheilded rain evidently completely necessary heavy construction,71,5.0
23,0.4151999950408936,These things do not last.  I cut a very soft piece of metal and went through two blades.  I doubt I will purchase these ever again.,Tools & Home Improvement,27,MK Morse,thing last soft piece metal went blade doubt purchase ever,26,1.0
10,0.7583000063896179,Really like the new version!,Tools & Home Improvement,27,Brita,really like version,5,5.0
19,0.5519999861717224,Neat product. Installed in my bathroom and is working as designed. rreat to have the fan run and then shut off automatically when humidity is low.,Tools & Home Improvement,27,Leviton,neat product installed bathroom working designed rreat shut automatically humidity,26,5.0
21,0.2307000011205673,"I must mention the reviews were mixed on this product, but when I bought the faucet and installed it, it works beautifully. Some people mention how it leaked, yet I believe they might of installed it incorrectly. You must make sure to use enough thread tape or pipe dope, and tighten well with channel locks or a strap wrench. It surely works wonderfully!",Tools & Home Improvement,27,Kingston Brass,must mention review mixed product bought faucet installed work beautifully people mention leaked believe might installed incorrectly must make sure enough thread tape pipe dope tighten well channel lock strap wrench surely work wonderfully,63,5.0
0,0.616100013256073,This saw flexes with any weight applied to the handle or the alternate grip.  This flex causes the blade to go out of square.,Tools & Home Improvement,27,Bosch,flex weight applied handle alternate grip flex cause blade square,24,2.0
14,0.32499998807907104,"1. LED is at least 50% brighter and;  2. the focusing function actually works better than the original, casting better - more useful - patterns with fewer turns of the lamp head.  an excellent product!",Sports & Outdoors,26,TerraLUX,least brighter focusing function actually work better original casting better useful pattern fewer turn lamp head excellent product,35,5.0
24,0.5658000111579895,does the work with little effortyou will see how easy it is to do things rightthe tool is worth ever penny by saving time trying to loosing or fighting  screws  best to all,Sports & Outdoors,26,Wheeler,doe work little effortyou easy thing rightthe tool worth ever penny saving time trying loosing fighting screw best,33,5.0
18,0.39250001311302185,Love to support the DeWalt name usually stands for power and pride but this thing is not DeWalt,Tools & Home Improvement,27,DEWALT,love support dewalt name usually stand power pride thing dewalt,18,1.0
8,0.487199991941452,Works well at our off the grid camp for reading.  I wish the charge would last longer since we have to bring it back and forth to charge.,Tools & Home Improvement,27,BOYON,work well grid camp reading wish charge would last longer since bring back forth charge,28,4.0
10,0.4000999927520752,Goes to the gym with me at night clipped inside my waistband. No guns allowed of course.,Sports & Outdoors,26,Kershaw,go night clipped inside waistband gun allowed course,17,5.0
8,0.4981000125408173,Light is amazingly bright and the amazon price is right!,Tools & Home Improvement,27,Snap-on,light amazingly bright amazon price right,10,5.0
2,0.377700001001358,These things are great!  I am getting too old (or wiser now that I am getting old) to be kneeling on concrete and gravel to do my work.  These kneeboards with the hard plastic bottoms hold up great to concrete and gravel.  I would recommend anyone kneeling to work to purchase some of these.,Tools & Home Improvement,27,Kraft Tool,thing great getting wiser getting kneeling concrete gravel work kneeboards hard plastic bottom hold great concrete gravel would recommend anyone kneeling work purchase,54,5.0
27,0.4350000023841858,Very pleased with product and liked the affordability.,Tools & Home Improvement,27,ColdHeat,pleased product liked affordability,8,5.0
8,0.513700008392334,"its OK, I think the white lithium works better.",Industrial & Scientific,24,3-IN-ONE,think white lithium work better,9,3.0
27,0.4077999889850617,"Works very well colors are good , try to buy more from them but they couldn't fulfill the order quantity",Industrial & Scientific,24,TORCHSTAR,work well color good fulfill order quantity,20,5.0
28,0.4589000046253204,Added these sensor to my outside lamps. They work perfectly and appear to be better quality that the units I bought from Home Depot which failed in less than a year.,Tools & Home Improvement,27,Intermatic,added sensor outside lamp work perfectly appear better quality unit bought home depot failed le year,31,5.0
21,0.21950000524520874,"In spite of Satco's claim, these lamps are NOT flush mounts. There is a protruding control unit in the back that stick about 3/4 inch from the lamp bottom. If you are trying to install on a flat surface or on a busy electrical box, there is no room to fit the control. I contacted Satco about their false claim and they were totally unconcerned.",Tools & Home Improvement,27,Satco,spite satco's claim lamp flush mount protruding control unit back stick inch lamp bottom trying install flat surface busy electrical room control contacted satco false claim totally unconcerned,65,1.0
25,0.4050999879837036,2 of the set broke at first use. Used on fairly thin flexible vinyl planter for drainage holes. Returning.,Tools & Home Improvement,27,MOHOO,broke first used fairly thin flexible vinyl planter drainage hole returning,19,1.0
0,0.35269999504089355,"i got 2 200mm/8"" drivers and they work fine. for long screwdrivers the shafts are nice and straight with the handle grip and feel are good the lazertip is just marketing bs. doesnt do much if anything the insulation on the shaft could be harder. its made of a soft plastic but will do the job the finish is ok. you can see and feel a couple of flashing from the injection process i feel they could have done better for $15 a pop. but better then anything in its price range that i know of",Industrial & Scientific,24,Wera,200mm driver work fine long screwdriver shaft nice straight handle grip feel good lazertip marketing doesnt much anything insulation shaft could harder made soft plastic finish feel couple flashing injection process feel could done better better anything price range know,96,4.0
28,0.5795999765396118,I replaced older models with these and they work as advertised.,Tools & Home Improvement,27,Kidde,replaced older model work advertised,11,5.0
27,0.3386000096797943,we use for all our vanities moen products. we are using them now since 6 month and they are of solid quality. never had an issue and they work fine and look nicely.  i would recommend to buy this product to anyone who likes the look.,Tools & Home Improvement,27,Moen,vanity moen product using since month solid quality never issue work fine look nicely would recommend product anyone like look,46,5.0
17,0.5166000127792358,It functions as it should.,Tools & Home Improvement,27,WeldingCity,function,5,5.0
21,0.28110000491142273,"Can't say anything about this yet because it is a honey do that I am putting off for a while.  I have to place a electrical box in the lower sink area and I will have to shut off the power to get this done.  The product looks great, shipped in a very short time and I am sure it will serve it's purpose as intended...will report back when I get this one installed.",Tools & Home Improvement,27,Westbrass,can't anything honey putting place electrical lower sink area shut power done product look great shipped short time sure serve purpose intended report back installed,74,5.0
7,0.2759000062942505,Very clever device with more features than expect  - a same it doesn't somehow stick to the wall.,Tools & Home Improvement,27,Qooltek,clever device feature expect somehow stick wall,18,5.0
4,0.652400016784668,"Perfect night lights.  Bright enough to see where you are going and for hazards but won't blind you.  We had one in bedroom while newborn slept with us, never kept me up.",Tools & Home Improvement,27,iAVO,perfect night light bright enough going hazard blind bedroom newborn slept never kept,32,5.0
27,0.8389000296592712,Excellent product.  Excellent service. As described.,Tools & Home Improvement,27,3M,excellent product excellent service described,6,5.0
20,0.4165999889373779,"when I press remote, this opens gate.",Tools & Home Improvement,27,Multi-Code,press remote open gate,7,5.0
9,0.4708000123500824,Color of these is excellent! It doesn't have the cheapie nasty white color. These have been on non-stop for months now,Tools & Home Improvement,27,B-right,color excellent cheapie nasty white color stop month,21,5.0
8,0.2651999890804291,"These do not work on some remote control dimmable fan and wall switches, when powered off with the remote they will remain on at a very low setting. Out of the 15 different LED brands/models I've probably tried only 2 have had this issue. Additionally the light spread on this is HORRIBLE, the worse I've seen yet. There are distinct lines and patterns on the wall that are brighter then other parts, and it's beam angle is really small.",Tools & Home Improvement,27,TCP,work remote control dimmable wall switch powered remote remain setting different brand model i've probably tried issue additionally light spread horrible worse i've seen distinct line pattern wall brighter part beam angle really small,79,1.0
20,0.2671000063419342,Can't put it too close to your wi-fi router as it will wash out the signal but great product and very powerful with IFTTT,Tools & Home Improvement,27,Wink,can't close router wash signal great product powerful ifttt,24,5.0
9,0.7081999778747559,I like the paint but not thrilled with the color. It's a little on the muddy color side. Will try the other white and maybe mix the two together for the color I'm going for. Nice that the finish is right in the paint.,"Arts, Crafts & Sewing",20,Soft Southern Strokes,like paint thrilled color little muddy color side white maybe together color going nice finish right paint,44,4.0
27,0.7583000063896179,Great product. You need this.,Tools & Home Improvement,27,Heath/Zenith,great product need,5,4.0
25,0.4537000060081482,"I have two common Drake ST743S toilets.  The Korky works fine on one but slowly leaks when I switch it over to the other one.  For the leaky one,  I had to use the TOTO THU500S Replacement Flapper; a little more expensive, but no leaking.  This is a quality TOTO replacement from TOTO.",Tools & Home Improvement,27,Toto,common drake st743s toilet korky work fine slowly leak switch leaky toto thu500s replacement flapper little expensive leaking quality toto replacement toto,53,5.0
29,0.17890000343322754,"Excellent product. We use on wood that will be used near water. Be careful using this varnish and apply in well ventilated areas. Like most quality varnishes it takes time for it to dry, even on virgin wood. It will have air bubbles if applied to thick. Be patient and do several thin coats. Use an applicator pad. Amazon does not do a good job of packing this product and I suggest buying it from other vendors if available.",Sports & Outdoors,26,Epifanes,excellent product wood used near water careful using varnish apply well ventilated area like quality varnish take time even virgin wood bubble applied thick patient several thin coat applicator amazon doe good packing product suggest buying vendor available,79,4.0
